Gene	ALL1	ALL2	ALL3	ALL4	ALL5	ALL6	ALL7	ALL8	ALL9	ALL10	ALL11	ALL12	ALL13	ALL14	ALL15	ALL16	ALL17	ALL18	ALL19	ALL20	ALL21	ALL22	ALL23	ALL24	ALL25	ALL26	ALL27	AML1	AML2	AML3	AML4	AML5	AML6	AML7	AML8	AML9	AML10	AML11
L33881_at	-0.806595682	-0.905104262	-0.897717906	-0.7338381	-0.691012907	-1.120650094	-1.379257572	-1.156673124	-0.875394397	-1.122532421	-1.348732201	-1.13700677	-0.703699309	-0.532369187	-0.702648944	-0.599486764	-0.686800839	-0.832233797	-1.320577928	-0.665212231	-0.748922459	-1.187297494	-0.561816907	-0.925757108	-1.151857282	-0.978535719	-1.659471842	-1.137108013	-1.948936478	-1.100580277	-1.343909381	-1.081100367	-1.128160006	-1.362384547	-0.876271445	-1.519928198	-1.347421499	-1.235265258
L34060_at	0.151297082	0.014666157	-0.602583481	-0.528582247	-1.037063761	0.042407901	-0.527799511	0.060245111	-0.791705713	-0.664680842	-0.87875192	-0.565360558	-0.845686872	-1.117901839	-0.308209628	-0.633663954	-1.128510326	0.041251826	-0.65682722	-0.087771534	-0.978329109	0.107864985	-0.038944997	-0.998150673	-0.461685348	-0.973465699	0.046218691	-0.565811621	-0.83136691	-0.082195688	0.240768031	0.300896975	0.184324991	-0.685233401	-0.066959047	-0.347613588	0.157044093	-0.643933823
L34075_at	-0.640580778	-0.870977296	-0.450214725	-0.263756553	-0.325232625	-0.506876334	-0.520438289	-0.630134172	-0.48455783	-1.056117614	-0.437901846	-0.511469319	-0.648854028	-0.415022789	-0.332180491	-0.449385115	-0.834750682	-0.795044526	-0.589175813	-0.687123275	-0.679180567	-0.260482147	-0.545759092	-0.2253155	-0.377979423	-1.129428648	-0.588994772	-0.452038978	-0.843549416	-0.669732172	-0.498887045	-0.617157952	-0.417274047	-0.783706872	-0.710744841	-0.356341824	-0.318508986	-0.241697088
L34587_at	0.099874291	0.557382165	0.664706858	0.08200653	0.628189945	0.276786435	-0.171018837	-1.151850467	0.547956827	0.556945456	0.804944219	0.741895308	0.701566833	0.441042726	0.633565707	0.45165601	-0.167357925	0.726767483	0.465303315	0.723535718	1.273007125	0.489791048	0.573412761	0.483396706	0.191650193	0.254952938	-1.35895465	0.29833778	0.898628924	0.054416025	0.314073062	-0.077157481	0.479414389	-0.773643474	-0.730195807	0.285042571	0.81388529	0.428301505
L34820_at	-0.598145512	-1.665556209	-0.687845399	-0.968946213	-1.179861076	-0.70454726	-0.575966361	-0.974608434	-1.081890006	-0.588244058	-0.710091691	-1.206316233	-1.964714081	-1.010150107	-1.124380757	-0.818670076	-1.334231189	-1.629124474	-1.038038918	-1.215765209	-1.429810736	-0.50864228	-0.43882925	-0.9630835	-0.431889081	-0.761970259	-0.443935141	-0.617665659	-1.025117001	-1.204450062	-0.64102231	-0.566787925	-0.569156243	-0.964192088	-1.025334504	-0.694717395	-0.481124957	-0.515908654
L36151_at	0.807236245	1.184343361	0.960524344	0.627137133	0.937252142	0.778056437	0.824208291	0.612930228	1.01287932	0.768723689	1.007397521	0.736887524	0.984582577	0.900151373	0.981748353	0.714431831	0.876937	0.312057737	0.628717257	0.896536883	0.992497409	0.899550689	0.945431048	0.969024511	1.014170912	0.698725565	0.677458935	0.450340334	0.797066431	1.084892518	0.678822688	1.200341021	0.55613133	0.817051754	0.832798324	1.094173407	0.679227782	1.097400748
L36531_at	-0.065356227	-0.521558687	0.279838598	-0.037086697	-0.331099445	-0.08553048	0.339598158	-0.119480071	-0.119067694	-0.227782652	-0.093665799	-0.128894975	-0.54461378	-0.503229444	-0.310026566	-0.244430711	-0.411582437	0.145803136	-0.15602521	-0.42228417	-0.149572287	0.416675034	-0.558579286	-0.31595072	-0.286773396	0.242081052	0.396564831	-0.123430637	-0.479076714	-0.131069551	0.169700404	-0.029321102	0.235516632	0.096822307	0.105300783	-0.177027864	-0.142585658	-0.155872734
L36818_at	0.042871033	-0.770235598	0.006313687	0.072703287	0.195921941	-0.6227491	0.065963132	-0.450669711	-1.298135786	-1.718896447	-0.173426398	-0.877633128	-0.067181656	-0.674918753	-0.039617308	-0.183230058	-0.260975806	-0.161024135	-0.285377284	0.086634195	-0.524938906	-0.988524846	-0.66934391	0.041252893	-0.42132973	0.341520876	0.193553527	-0.726533514	-0.001410774	0.193980862	0.065580297	-0.289949151	-1.076558895	-0.178906959	-0.110271024	0.138239343	-1.189355273	-0.349845309
L36922_at	0.216974773	0.248874739	0.538841239	0.107070646	-0.099915179	-0.1984436	-0.054787908	0.159806005	0.020379463	0.404955789	0.01564172	0.24493409	-0.391820938	0.295895588	-0.056287499	0.127676751	-0.111774746	0.323349241	0.008825708	-0.567741819	-0.194557001	0.304746397	0.540058153	0.225973135	0.15364618	0.127013103	0.290625693	0.342229882	-0.306185413	0.134364186	-0.121962497	0.476417092	-0.485956919	0.305498897	0.339488535	0.30836455	0.170696396	0.158894466
L37033_at	0.231943833	1.255114211	0.98768761	0.827525678	0.453131732	1.155335324	0.853215447	0.674585259	0.645399239	0.934449893	0.862787329	0.449177191	0.489476158	0.943471364	0.248467114	0.487583982	0.686745891	0.397194799	1.237394564	1.155269611	-0.080487245	0.653622437	0.84040808	0.648769972	0.924899481	0.885601189	-0.653039085	0.862632739	1.253938224	0.924950496	1.150833951	0.905689617	0.998309508	0.182195603	0.518990841	0.586505895	1.480208936	1.599679224
L37042_at	-0.841434335	-0.237729874	0.318173101	-0.479726905	0.021652771	0.191291361	-0.456914618	-0.355426581	0.158309744	0.21347714	0.090607299	-0.230057658	-0.312227825	-0.144554476	-0.443044641	0.2379511	-0.615051634	-0.044573277	0.378980325	0.485516364	-1.268636889	-0.269975568	-0.262579416	-0.097119532	-0.418712039	-0.834796046	-0.393722922	0.051860149	0.277697398	0.657023556	0.115290816	-0.345218851	0.344611686	-0.113756315	-1.09589809	0.036646375	0.488766754	0.561713554
L37043_at	0.443779291	0.240958802	0.471980571	0.304205892	0.524758546	-0.33051662	0.435800456	0.553511166	0.306628411	-0.239804159	0.314806291	-0.02972811	-0.0455799	0.184881232	0.216719407	-0.480194432	-0.481496633	-0.161024135	-0.216957216	0.520528974	1.155123262	0.835907684	0.144777324	0.640828996	0.048948396	0.01563708	0.360862421	0.32301146	0.07956338	0.260115589	-0.149575151	0.158371323	0.090329549	-0.190286917	-0.165843691	-0.08285997	-0.152841097	0.483269453
L37368_at	0.730265185	0.919428386	0.750811261	0.62229411	-0.217974246	0.668127692	0.685989486	0.72527503	0.820998562	0.596391577	0.854534436	0.633707733	0.840721009	0.628633424	0.513974722	0.354777697	0.500796117	0.387940899	0.454688806	0.380386405	0.992092214	0.890544788	0.863416622	0.482021907	0.233582287	0.821380324	0.698904129	0.827902726	0.754716395	0.066371974	0.749741797	0.730236893	0.646235872	0.5764606	0.739346514	0.738810248	0.662126907	0.963297583
L37792_at	0.01228798	-0.104060503	0.01992315	-0.014726808	-0.732496406	-0.686020874	0.094825904	-0.132358369	-0.7280296	-0.179607427	-0.703530259	-0.390295183	-0.23674329	-0.174524588	-0.699583555	-0.138934567	-0.473427669	-0.06072383	-0.432224736	-0.504881587	0.412543205	0.271076539	-0.206703157	0.397426572	-0.225249028	0.193000196	0.217239361	-0.253213116	-1.041266218	0.201223298	0.092650553	-0.107500106	-0.031900145	0.12850126	-0.480813648	-0.030508709	0.085952845	-0.143456018
L37936_at	-0.484253906	-0.363829716	-0.669182269	-0.224513864	0.0666287	-0.145418629	-0.557900733	-0.325920358	-0.618265473	-1.409057927	-0.371306863	-1.249104982	-0.316015946	-0.163356731	0.04880039	-0.373853339	-0.1412356	-0.337358268	-0.238377323	0.104525069	-0.422761748	-0.2511038	-1.084079931	-0.330246636	-0.620328318	-0.465843087	-1.469871132	-0.521561938	-0.035107224	-0.655490917	-1.067110732	-1.290496043	-0.431267349	-0.597326002	-0.876271445	-0.496505099	0.237302199	-0.179691385
L38486_at	-0.239051378	0.332572422	-0.286009061	-0.190220146	-0.37760081	-0.378379745	-0.12382138	0.087367561	-0.538899937	0.071885061	-0.340041066	0.105255367	-0.262851363	0.001404728	-0.591516071	-0.237202385	0.723036503	-0.418177049	0.241923089	-0.8899859	0.320375634	0.085566493	-0.037266359	-0.25445832	-0.235516983	-0.145295936	0.187813077	0.220445929	-0.105715098	-0.995912115	-0.006552556	-0.036694528	0.083729697	0.213802816	0.413307762	-0.092772582	0.16390068	-0.159007526
L38503_at	-0.593288077	-1.375697002	-1.111634246	-0.848423972	-0.937329381	-1.384352539	-0.906761101	-0.831419946	-1.093355001	-0.623862382	-1.211338385	-0.671744013	-1.801460082	-0.83635503	-1.38633115	-1.206086309	-1.268195007	-0.256983078	-0.386237379	-0.970886721	-0.535667976	-0.881442398	-0.946499782	-1.528841076	-1.040041127	-0.905709932	-0.489530475	-0.822113158	-0.684924632	-0.690135143	-1.235749803	-2.939029989	-0.787261825	-0.679268599	-0.924681735	-1.248225302	-1.686418039	-0.765708681
L38616_at	-0.669198851	-0.451540906	-0.72396515	-0.427169995	-0.390199744	-0.636372576	-0.215866855	-1.259389804	-0.750379465	-0.524478965	-0.58839164	-0.316388031	-0.841889304	-0.400136904	-0.31917792	-0.585653427	-0.343039762	-0.382148327	-0.330496853	-0.313833684	-0.76875823	-0.498950661	-0.558579286	-0.619827292	-0.42395622	-0.543909619	-0.373099082	-0.615120698	-1.837596944	-0.113051343	-0.06063265	-0.357812302	-0.526511174	-0.573474855	-0.271467699	-0.34587974	-0.552273704	-0.762340941
L38707_at	-0.112496816	-0.117980362	-0.339447457	-0.065557289	-0.12666902	0.01308399	0.279968901	-0.06716714	-0.277811838	-0.098100725	-0.32989355	0.077349825	-0.592217457	-0.337244046	-0.288508727	-0.354964388	-0.08733799	-0.051711049	0.094055121	-0.102517942	-0.576479582	0.076463986	0.039403621	-0.421518174	0.070202113	0.201015804	-0.337653075	0.085003923	-0.048666079	-0.198541944	0.249703293	0.190017603	0.119847392	0.111682695	0.234363974	0.110005601	0.265141043	-0.013100359
L38932_at	0.902463904	0.617312442	0.917922624	0.84771886	0.646994891	0.662300087	0.980855005	0.695985808	0.882723147	0.802616297	0.745953269	0.630390971	0.741893386	0.610734904	0.36053914	0.689623309	0.207055643	0.591372001	0.495459477	0.929682728	1.175060042	1.042892584	0.848702084	0.444029082	0.594142499	0.892740256	0.990927541	0.746473566	0.615578656	0.658984346	0.926144739	0.7133042	0.978005808	0.603643617	0.739346514	0.912648879	0.916049267	0.899370405
L38935_at	-0.84467262	-0.609046042	-0.051504782	-0.660628782	-0.713076812	-0.116662407	-0.066148373	-0.431976028	-0.201541377	-0.34796972	-0.526202484	-0.145612928	-0.834350521	-0.84711627	-1.259950692	-0.815040044	-1.199264033	-0.227413484	-0.616946647	-0.947688396	-0.398650254	-0.515171467	-0.071531788	-0.29668129	-0.603595771	-0.667396073	-0.12625482	-0.662182909	-0.971380861	-0.678408473	-0.080036745	-0.622117312	-0.261246113	-0.012859157	-0.332265739	-0.913714022	-0.603667755	-0.489267626
L38941_at	2.678842024	2.492348123	2.572833056	2.676303463	2.56005358	2.422979348	2.727354344	2.528745673	2.409064149	2.652100775	2.557806748	2.339239252	2.490835692	2.675649526	2.295131417	2.695565737	2.147648544	2.716023688	2.715978432	2.146557672	2.549383346	2.570393084	2.606299568	2.648674439	2.598342936	2.64419018	2.762551154	2.588010645	2.595709134	2.419158991	2.583688127	2.606191696	2.489008477	2.650520721	2.686909266	2.124429631	2.471574414	2.581781141
L39061_at	-1.028450377	-1.221408288	-1.159158328	-1.74534698	-1.480213929	-1.140068296	-1.722995495	-1.243164885	-1.438588041	-1.805137656	-1.741734458	-1.495994216	-2.033980979	-1.032414107	-0.890128627	-1.639655999	-2.178227806	-1.32236495	-1.433184092	-1.292934503	-0.679180567	-1.013088945	-1.944875709	-1.318533044	-1.112780133	-1.220748773	-2.028845562	-2.94047848	-1.547527881	-2.040768401	-1.078010691	-1.532744194	-1.884193387	-1.28421527	-1.906966599	-1.253830381	-1.485582434	-1.170845241
L39874_at	0.027715485	0.299677755	0.617684012	0.073871853	0.368686052	0.743107237	0.806519619	-0.290427776	0.205190548	0.484272123	0.57016517	0.234982043	0.335877163	0.578939387	0.286349288	0.309639091	0.715151405	0.260388204	0.645620112	0.761457917	0.985576952	0.71214821	0.693711909	-0.084905402	0.482106346	-0.055192029	0.436793144	0.7386985	0.106672552	0.577896832	0.51318999	0.594573004	0.125266631	0.716727865	0.905464852	0.204605192	-0.157278697	-0.307069667
L40027_at	0.398380964	0.197318754	0.269788535	0.156116566	0.368686052	0.308112902	0.256846685	0.372625448	0.694479238	0.367125277	0.556168589	0.052021929	0.567718533	0.329830528	0.338660273	0.496511971	0.541882817	0.229470771	0.240751272	0.64662535	0.891573429	0.344602632	0.439925016	0.443309117	0.416738338	0.680333156	-0.877334359	0.146523767	0.405723552	0.050020747	0.288212946	0.480415423	0.370446736	0.335358004	0.343768063	0.257042499	0.456188057	0.429050067
L40357_at	0.0335762	-0.223116168	0.016801497	0.070361257	0.655395581	-0.629531092	-0.143951835	-1.788021925	-0.130680949	0.097135043	0.183230444	-0.472572403	0.54354473	-0.019652437	0.246738194	-0.081851639	0.558032479	0.145803136	-0.43781829	0.387222206	0.450491651	-0.565979924	-0.329919551	-0.20798935	-0.243829616	-0.765844397	-2.278955421	-0.13609026	-0.516418238	-0.424228495	-0.207944419	0.44093929	-1.358018096	-0.364749845	0.144287183	-0.323687654	-2.97514521	-0.556330216
L40391_at	0.429894154	0.404537351	0.927048699	0.452624701	0.618907266	0.42305707	0.587461095	-0.268130919	0.902510393	0.269892684	0.206771742	0.064796141	0.880004834	0.512147942	0.68833344	0.568738567	-0.07538719	-0.234140804	0.562617748	0.642825687	0.991686784	-0.53509628	-0.306048843	0.825381718	-0.841742073	0.339611951	-0.486930662	-0.542225249	-0.323402452	-0.391769744	0.076769181	0.168088289	-0.233006707	-0.285660594	-0.658608279	0.430126232	-0.393484475	-2.025458788
L40392_at	-0.174191059	0.057270292	0.01992315	-0.146573689	0.194919744	-0.018940857	0.303402179	-0.405682724	-0.416800719	-0.115105172	-0.021359932	-0.085364564	0.2875967	0.155183139	0.030547151	0.088597891	0.02411764	-0.374059639	0.344865144	0.637613272	0.320375634	-0.314199269	0.022475231	0.126164233	-0.252231634	-0.455295967	0.128114998	-0.454124746	-0.426579304	-0.082195688	-0.146274999	-0.263627303	-0.1374137	-0.190286917	0.122235945	-0.256067712	-0.318508986	-0.011794842
L40394_at	-0.8676887	-1.390055104	-1.469347001	-2.0213482	-0.416022418	-0.653743543	-1.248574478	-3.498497616	-0.65099337	-1.141678374	-1.156663132	-0.904569501	-1.396648617	-0.825731463	-1.197974362	-0.359124754	-1.733789241	-0.27100844	-0.378396969	-0.759178432	-0.521398827	-0.913684735	-1.502718626	-0.819545562	-0.793843061	-0.91974684	-3.086221454	-0.565811621	-0.730391524	-0.900151892	-1.291549413	-1.006954752	-1.136392255	-0.797319743	-3.524561502	-0.496505099	-3.103022412	-0.308964773
L40395_at	-0.452833955	-0.41361031	-0.86236268	-0.133013617	-0.00248721	0.087147	0.371757006	-0.959149117	-0.196449904	-0.134251124	-0.183374	0.010348088	-0.13592704	-0.158616105	-0.313673709	-0.083343655	-0.907741619	-0.533884927	-0.35030686	-0.023088119	0.265294879	-0.334695941	-0.545759092	-0.103982376	-0.458929154	-0.37801471	-0.688666524	-0.319589625	0.027227719	-0.293294814	-0.34406345	-0.4557846	-0.499255345	-0.13490333	-1.008600282	-0.649758459	-0.260343002	-0.489267626
L40400_at	-2.3501948	-0.471225568	-0.609016824	-0.616921367	-1.209419937	-0.303148051	-1.145524594	-1.363869764	-1.480978883	-1.919610431	-0.703530259	-0.42493025	-1.139334464	-1.283427373	-0.66083407	-0.703408536	-0.428130528	-0.928178948	-1.374844182	-0.800309689	-1.064934194	-0.239538501	-0.925718602	-0.669532641	-0.802336407	-0.929245576	-0.36185886	-0.735311665	-1.582254368	-0.808290229	-0.164602503	-0.289949151	-1.183194845	-1.116251772	-0.844003091	-1.043449205	-0.914044744	-0.510997793
L40401_at	-0.501492853	-0.09174279	-0.255465254	-0.837965048	-0.589153106	0.25954984	-0.51556608	-0.831419946	-0.440475552	-0.322845022	0.297067958	-0.380218362	-0.769663552	-0.496101525	-0.430122139	-0.700250479	-0.611243706	-0.371381495	-0.649422395	-0.106250059	0.296672889	-0.203650137	0.288358114	-0.763503186	-0.209095893	-0.684723925	-0.26700614	-0.205574063	-0.179584056	-0.904070917	-0.255752949	0.187189683	-0.590262854	-0.321366063	-0.189984422	-0.439691333	-0.369623306	-0.420854419
L40410_at	-0.242265451	-0.09856179	-0.363402818	-0.099324785	0.194919744	-0.400915237	0.043652317	-0.513877573	0.048976856	-0.109964567	-0.032264962	-0.211307475	0.239715752	0.136619898	0.330965272	-0.249893779	0.133037347	0.124521706	-0.231889101	0.466068526	0.378291588	-0.058215974	0.016228952	-0.023844683	-0.099280713	-0.225224343	0.014186701	-0.289994187	0.209679249	-0.477934638	-0.095301231	-0.236540006	-0.564998776	-0.22883048	-0.344490891	-0.509244149	-0.567332888	-0.277348101
L40411_at	-0.815957992	-0.834741014	-1.088818748	-0.400019926	-0.597383131	-1.230293356	-0.840090444	-1.275931843	-2.041228012	-0.481943345	-0.827248657	-0.465036596	-0.905047635	-1.07405836	-0.217718088	-0.978750293	-1.14290731	-1.018991392	-1.443347645	-1.649977133	-0.985150276	-1.038458567	-1.122547188	-0.475417121	-0.191314035	-1.713745613	-1.513370063	-0.523832339	-0.921506148	-0.32168559	-0.695976638	-0.270130445	-1.057538879	-0.66746758	-0.853094207	-1.158692563	-0.389455603	-0.501266364
L40586_at	-1.67400864	-0.471225568	-1.657587301	-2.212002341	-1.298663	-1.013315854	-1.346266559	-1.421381441	-1.638353326	-1.08560298	-0.886988639	-0.686842112	-1.582415835	-1.265308892	-1.209966403	-1.52938165	-0.71865246	-1.271320476	-1.868285764	-1.339485464	-0.706248361	-0.902787313	-0.798082775	-1.809654469	-1.20006341	-1.087451444	-0.68207411	-0.780668468	-0.751595768	-0.035075566	-0.924213108	-0.719610535	-1.352628277	-1.571436117	-1.09589809	-0.805842893	-0.705883879	-0.609938555
L41067_at	-0.007087796	-0.331717062	-0.013971212	-0.185433571	0.356542912	-0.307643304	0.201351669	-0.311544233	-0.042136292	-1.33931461	-0.54994608	-1.249104982	-0.252300466	0.544527557	0.370143338	-1.573554259	-0.565078155	-0.570762228	-0.869419277	-0.228880861	0.052601233	-0.473684608	-0.017394453	0.454044589	-0.445292157	0.07796513	-0.08205272	-1.072521391	-1.057799975	-2.345066572	-1.222406639	-0.668127993	-0.512771024	-0.309921831	-0.249230195	-0.871473589	-1.871023697	-0.643933823
L41690_at	-0.226313905	-0.223116168	-0.025936743	-0.567814955	-0.068410437	-0.356477158	0.028445416	-0.680958623	0.080209302	0.09188716	-0.988602164	-0.435650822	-0.16339574	-0.146105172	-0.360826776	-0.235405146	-0.57592334	-0.051711049	-0.117904796	-0.139719108	-0.971573849	-1.038458567	-0.089234854	-0.037744364	-0.42395622	-0.112405711	-0.239576864	-0.499196814	-0.97880751	-0.493687664	-0.410627466	-0.320587395	-0.554695601	-0.061757144	0.263108821	-0.227324038	-0.641813632	-0.365990426
L41887_rna1_at	-0.767163984	-0.473443925	-0.528906314	-0.968946213	-1.00858001	-0.70454726	-0.326879413	-0.527565861	-0.818650496	-0.693138043	-1.127877498	-1.13700677	-0.158748254	-0.357016348	-0.203381032	-0.183230058	0.22164151	-0.406917353	-0.642087428	0.365025724	-0.286654176	-0.988524846	-0.96245018	-0.572888863	-0.470012746	-0.437171363	-0.761242534	-0.802724478	-1.467625463	-1.646752596	-0.706092917	-0.82681564	-1.425593129	-1.278025379	-1.008600282	-1.226203947	-1.633605111	-1.41224074
L42025_rna1_at	-0.541592726	-0.834741014	-1.023781928	-1.045221152	-0.594630169	-0.949176373	-0.758642698	-0.555625029	-1.14500644	-0.913786846	-1.156663132	-1.023560646	-0.622845057	-0.781204645	-0.790541887	-0.829656902	-0.603680453	-0.508094781	-1.121307794	-0.540632882	-2.026540114	-0.402489206	-1.149266841	-1.199388817	-0.883241035	-0.42447567	-1.469871132	-0.980299567	-0.684924632	-0.259253077	-1.078010691	-0.629611977	-0.491630091	-1.02529583	-1.993650653	-0.259156674	-0.311218609	-0.427436211
L42324_at	-0.610410537	-0.70467696	-0.769403857	0.051385711	-0.725969562	-0.834836779	0.076902149	-0.102608268	-0.982064975	-0.693138043	-0.938338571	-0.702260335	-0.645919878	-0.529901436	-0.142783472	0.199629814	-0.616962245	-0.631326716	0.01355217	-1.54840411	-0.129127438	-0.179908398	-0.464243542	-1.010171382	-0.213102979	-0.198301246	-0.443935141	-0.4213723	-0.436766064	-0.781120144	-0.522619599	-0.517086004	-0.126357844	-0.814659852	-0.522555664	-0.365170041	0.078357621	0.023913507
L42373_at	-0.057528279	0.01229516	-0.021566424	0.379670346	0.24446392	-0.351692332	0.049908892	0.441957975	0.22048464	-0.081461209	-0.089220364	0.256143545	0.13699689	0.269972492	0.088313956	-0.059788949	0.370452311	0.090748494	0.297280573	0.440691754	0.241987253	0.519620072	-0.103686795	0.637974717	0.166108647	0.354755476	0.418669375	-0.197896277	0.103537626	0.056604049	0.09626966	0.257773468	0.039996626	0.306392801	-0.29432299	0.361339371	0.05623227	0.231227229
L42542_at	-0.344739406	-0.55045577	-0.650914157	-0.115268062	0.220568936	-0.712082817	-0.484561482	-0.405682724	0.061061603	-0.376340142	-0.555322798	-1.650568672	0.496040085	0.041981836	-0.230696534	0.026930694	0.062610698	0.026760338	-0.210644591	0.410670885	0.836078273	-0.870986777	-0.843000649	0.082017601	-1.282390022	0.208950736	-0.229996138	-0.802724478	-0.335122309	-0.726456342	-0.498887045	-0.697545897	-1.006497676	-0.616368637	-0.240500802	-0.573971473	-0.535071096	-0.38247105
L42563_at	-0.690627092	-0.982496497	-0.251188766	-0.211283669	-0.639882716	-0.335172897	-0.356559061	-0.767991471	-0.395421055	-1.223371936	-0.288669286	-0.614303724	-0.605986564	-0.771259647	-1.057371721	-0.31250106	-0.283597342	-0.379442994	-0.283073577	-0.615821682	-0.314985139	-0.056401895	-0.615497038	-0.441842984	-1.741674837	-0.429529441	0.104255224	-0.573021764	-0.699751921	-1.11605488	-0.204386323	-0.091531793	-0.156174918	-0.321366063	-0.560101535	-0.526563867	-0.535071096	-0.026275105
L42572_at	-0.348374775	-0.391312124	-0.507593229	-0.404140063	0.165283739	-0.278876882	-0.087868486	-0.594545636	-0.149616366	-0.446877084	-0.384175486	-1.056620836	-0.157205374	-0.171318416	0.147893559	-0.242617689	-0.440378622	-0.259303617	-0.159942099	0.163670382	0.397527025	-1.731443262	-0.329919551	-0.137724428	-0.927068229	-0.509501882	-0.656215532	-1.012648553	-1.176085244	-0.661155032	-0.5093451	-0.82364429	-1.275730775	-0.793895284	-0.876271445	-0.73668938	-0.609002159	-1.08056242
L42621_at	0.185252673	-0.678193027	0.107741961	0.08200653	-0.238631712	-0.194534198	0.0622852	0.120092284	-0.066615027	-0.204284742	-0.245903025	-0.286457924	-0.478362375	-0.01566333	-0.746935293	0.2908694	-0.340304403	-0.418177049	0.015121294	-0.198678239	-0.572669414	0.246971657	-0.120265643	-0.291501506	0.056097395	-0.14001065	0.096575911	-0.218009896	-0.580684653	-0.27099285	-0.080036745	-0.081053291	-0.27281741	-0.201826999	0.144287183	0.023889753	-0.166231826	-0.293929223
L43366_at	-0.947968332	-1.209836202	-0.692574923	-0.442161769	-1.333171526	-0.576857971	-0.425759751	-0.572433009	-1.124748021	-0.749485227	-1.073330698	-0.439259757	-1.215833815	-0.87651394	-0.847946896	-1.266392721	-2.287804612	-0.972296358	-0.51755611	-1.394247131	-0.486950283	-1.025669777	-0.946499782	-1.136162081	-0.676415535	-1.293128514	-1.773436548	-1.000367786	-0.350055895	-0.900151892	-0.231479557	-1.076803958	-0.577534383	-1.290452232	-2.177239235	-0.932021177	-0.601014429	-0.518375534
L43631_at	0.148235606	0.130961999	0.035364279	0.051385711	0.246344394	-0.022060558	0.278065955	-0.155748432	0.164016152	0.085276961	0.440767169	-0.131259851	0.48351985	0.300440741	0.167387156	-0.009125856	0.039732199	-0.068007936	0.407887026	0.959842192	0.478927378	0.246971657	-0.339672249	0.450481259	-0.175840656	0.155282486	0.033831124	0.045067703	0.084424905	0.044490201	-0.28474077	-0.246000291	-0.307015787	-0.119742886	-0.183882509	0.049195281	-0.263745158	0.433526663
L47345_at	-0.605483511	-0.202482199	0.123545648	-0.630336792	-0.614107258	-1.375439023	-0.134601424	0.166922706	-0.464864818	-2.493127439	-0.31590682	-1.048213818	-2.460078504	-0.089124154	-0.859217583	-0.859690426	-1.565733496	0.110012684	-0.330496853	-0.22449141	-1.589069064	-0.988524846	-1.135794742	-0.637800793	-0.484092048	-0.35924274	-0.424447098	-0.357686486	-0.921506148	-0.177357306	-0.744360163	-0.429699782	0.107982494	-0.694262739	-0.651422752	0.112875976	-1.21846463	0.40628004
L48728_cds1_at	-0.851186012	-0.841854048	-1.386021631	-0.519054347	-0.883860756	-0.727375938	-0.658071966	-0.536815943	-1.525716629	-0.423497271	-1.14502014	-0.439259757	-1.552938186	-0.963174231	-1.203946398	-0.697104453	-0.800553772	-0.680948978	-0.435016483	-0.833928013	-0.810202303	-0.881442398	-0.387705501	-2.426113367	-0.683718206	-0.375643624	-0.167623024	-0.651488957	-0.278406308	-0.948587512	-0.374415745	-0.722410034	-0.58387414	-1.635615176	-0.553723693	-1.052060412	-0.537505069	-0.548592579
L49169_at	0.039397236	1.679096883	0.397492898	-0.139013257	0.485623294	0.257368233	0.52717475	0.433133839	0.392468659	1.270440435	0.439275368	0.95376603	0.456468662	0.018129022	0.526591628	0.49799063	0.4135196	0.837230177	1.161564029	0.734960791	0.35044069	1.289599751	-0.089234854	0.482709587	2.114229387	1.589904723	0.727064105	2.322513049	0.364896399	1.77654714	0.523652759	1.836829717	1.543077362	1.285758664	0.381313935	1.469030139	1.476180525	0.374064456
L76159_at	-0.426502268	-0.393312939	-0.552773349	-0.77138674	0.16319794	-0.432012679	-1.145524594	-1.073809537	-0.166556748	-0.066784966	0.04848572	-1.495994216	-0.37727786	-0.547331708	-0.317338688	-0.328421184	-0.194339218	-0.261630911	-0.142469438	-0.083221816	0.406949863	-0.50864228	-0.344593842	-0.363326908	-0.683718206	-0.702441199	-1.692050126	-0.651488957	0.053044261	-0.829333429	-0.755133668	-1.221482591	-1.205376717	-1.0118135	-0.821705316	-0.683900446	-0.487949524	-1.260051697
L76191_at	0.763386103	0.435413716	0.256467059	0.745185633	0.741306386	0.169591917	0.932080268	0.207445724	0.586911131	0.071885061	0.546478295	1.276662827	0.781989029	0.456961375	0.898042468	0.603913862	0.429705669	0.283110868	0.348957262	0.553207798	0.64433522	0.418638751	0.391565946	0.971338473	0.553799512	0.895577879	0.423020563	0.427833374	0.769322753	1.099188029	0.527798578	0.374980391	0.924268226	0.446490098	0.336264216	0.901059262	0.91018627	0.166223509
L76224_at	0.306521154	-0.082295837	0.334198029	-0.293990125	-0.4917656	-0.314435139	0.261716095	0.300567733	-0.060157454	-0.294165132	-0.101132051	-0.702260335	-0.172776691	-0.337244046	-0.750201035	0.20911617	-0.479876481	-0.256983078	-0.421156923	-0.54229893	-0.097610484	0.344602632	-0.139101474	-0.051876952	0.149868347	0.067238631	0.261622855	-0.423381479	-0.589152868	-0.099479696	0.179489655	-0.271764169	0.318656724	-0.047879374	-0.204400718	0.223035733	-0.175290913	0.113438285
